Text,Target,intent
what do you call a subway if you were english,61,translate
how would i say if i were english subway,61,translate
how should i say hello in french,61,translate
how could i say twin in chinese,61,translate
how can i say not now in spanish,61,translate
what do spanish people say for the word cow,61,translate
translate hello to english,61,translate
how do you say goodbye in spanish,61,translate
how would i say love in french,61,translate
could you translate atm machine into english,61,translate
please translate grocery into french for me,61,translate
how do germans say goodnight,61,translate
tell me how the russians say notebook,61,translate
how do vietnameses people say hello,61,translate
how do i say thank you in japanese,61,translate
what is latin for i love you,61,translate
how can i thank somebody in italian,61,translate
how do i say you're welcome in chinese,61,translate
translate hello english to french,61,translate
what is hello in french,61,translate
what phrase means goodbye in hawaii,61,translate
what spanish word means hello,61,translate
translate hello to french,61,translate
translate english to french hello,61,translate
what is the word for hello spanish,61,translate
how do they say goodbye in hawaii,61,translate
what's local slang for goodbye in hawaii,61,translate
how do you say hello in french,61,translate
tell me how to say hello in spanish,61,translate
what do i say for goodbye in hawaii,61,translate
translate hello into french for me,61,translate
how do i say hello in french,61,translate
translate for me hello into french,61,translate
how would they say say goodbye in hawaii,61,translate
what is spanish for hello,61,translate
how would i say hello in french,61,translate
how can i say i love you in italy,61,translate
what is spanish for good morning,61,translate
how do you say it's snowing in german,61,translate
how would you say can i borrow five dollars in portuguese,61,translate
do you know how to say where is the restroom in french,61,translate
how would i say pleased to meet you if i were japanese,61,translate
can you translate hello into swedish for me,61,translate
can you translate i love you into french for me,61,translate
can you translate where's the bar into irish for me,61,translate
how would i say goodbye if i were norwegian,61,translate
how would i say i love you if i were french,61,translate
how would i say hello if i were swedish,61,translate
can you translate good bye into russian for me,61,translate
can you translate i have to go pee into korean for me,61,translate
how would i say i'm not guilty if i were mexican,61,translate
how do you say thank you in spanish,61,translate
how does one say thank you in spanish,61,translate
how can i say thank you in spanish,61,translate
what is thank you in spanish,61,translate
what is the way to say thank you in spanish,61,translate
"how do they say ""who is your father"" in german",61,translate
"how do they say ""where's the bathroom"" in spanish",61,translate
"how do they say ""how's it going"" in swahili",61,translate
"how do they say ""i love you"" in japanese",61,translate
"how do they say ""what's up"" in chinese",61,translate
how do you say thank you in german,61,translate
how do you say please in arabic,61,translate
how do you say cat in spanish,61,translate
how do you say i'm hungry in french,61,translate
how do you say i need coffee in dutch,61,translate
how do they say yes in brazil,61,translate
can you translate cat into russian for me,61,translate
can you translate bowl into russian for me,61,translate
how do they say hello in france,61,translate
i wanna know a phrase in spanish,61,translate
can you translate bat into russian for me,61,translate
how do they say no in germany,61,translate
can you translate hi into spanish for me,61,translate
i wanna learn a phrase in russian,61,translate
how do they say hello in germany,61,translate
can you translate milk into spanish for me,61,translate
how do they say hello in brazil,61,translate
i need $20000 transferred from my savings to my checking,133,transfer
complete a transaction from savings to checking of $20000,133,transfer
transfer $20000 from my savings account to checking account,133,transfer
take $20000 from savings and put it in checking,133,transfer
put $20000 into my checking account from my savings account,133,transfer
send 100 dollars between bank of the west and bank of america acccounts,133,transfer
send 50 dollars between bank of america and chase accounts,133,transfer
send 2000 dollars between chase and rabobank accounts,133,transfer
send 1200 dollars between usaa and navy federal accounts,133,transfer
send 400 dollars between city bank and usaa accounts,133,transfer
take $40 and transfer it to account a from b,133,transfer
transfer $40 from account a to b,133,transfer
move $40 from account b to account a,133,transfer
put $40 from account a to b,133,transfer
take $40 from account a and transfer it to account b,133,transfer
i need to transfer from this account to that one,133,transfer
need to transfer from one account to my other one,133,transfer
i would like to transfer from one account to my second one,133,transfer
i need to transfer from one account to my second one,133,transfer
i have to transfer from one account to my other one,133,transfer
send fifty dollars from me to carrie,133,transfer
transfer sixty dollars to dad from my biggest accnt,133,transfer
